#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_9:3502840-3501155    -            562 21465at71240         -            659   2.4e-64  217.1   8.6   5   5   5.7e-15   1.3e-13   49.5   0.0   188   268   479   559   476   562 0.96 -
scaffold_5:18417243-18415861  -            461 21465at71240         -            659   3.7e-64  216.5   1.1   1   4   2.4e-09   5.4e-08   30.9   0.0   563   628    68   133    41   137 0.57 -
scaffold_5:18417243-18415861  -            461 21465at71240         -            659   3.7e-64  216.5   1.1   2   4   6.2e-16   1.4e-14   52.7   0.0   566   639   138   211   136   211 0.99 -
scaffold_5:18417243-18415861  -            461 21465at71240         -            659   3.7e-64  216.5   1.1   3   4   8.8e-23   1.9e-21   75.3   0.1   188   325   207   344   206   344 0.98 -
scaffold_5:18417243-18415861  -            461 21465at71240         -            659   3.7e-64  216.5   1.1   4   4   3.7e-23   8.3e-22   76.5   0.0   188   324   312   448   310   454 0.96 -
scaffold_6:29228515-29229720  -            402 21465at71240         -            659   5.2e-64  216.0   6.7   1   4      0.34       7.6    4.0   0.0   501   541     6    49     1    71 0.68 -
scaffold_6:29228515-29229720  -            402 21465at71240         -            659   5.2e-64  216.0   6.7   2   4   1.4e-31   3.1e-30  104.4   0.2   184   356    70   243    63   243 0.95 -
scaffold_6:29228515-29229720  -            402 21465at71240         -            659   5.2e-64  216.0   6.7   3   4   1.5e-32   3.3e-31  107.6   0.6   219   360   211   352   207   352 0.98 -
scaffold_6:29228515-29229720  -            402 21465at71240         -            659   5.2e-64  216.0   6.7   4   4   1.8e-06     4e-05   21.4   0.0   242   303   339   400   338   402 0.90 -
scaffold_4:27202164-27200128  -            679 21465at71240         -            659     1e-63  215.0   0.3   1   4   1.4e-14   3.2e-13   48.2   0.0   189   318   115   244   108   251 0.94 -
scaffold_4:27202164-27200128  -            679 21465at71240         -            659     1e-63  215.0   0.3   2   4   3.2e-29   7.1e-28   96.6   0.0   184   363   250   429   239   434 0.96 -
scaffold_4:27202164-27200128  -            679 21465at71240         -            659     1e-63  215.0   0.3   3   4   2.6e-10   5.7e-09   34.1   0.0   542   636   441   534   436   537 0.93 -
scaffold_4:27202164-27200128  -            679 21465at71240         -            659     1e-63  215.0   0.3   4   4   7.5e-10   1.7e-08   32.6   0.0   188   309   533   658   531   677 0.83 -
scaffold_10:711803-712990     -            396 21465at71240         -            659   2.6e-63  213.7   1.1   1   3   3.8e-07   8.5e-06   23.6   0.0   573   644    20    91    14   100 0.60 -
scaffold_10:711803-712990     -            396 21465at71240         -            659   2.6e-63  213.7   1.1   2   3   7.6e-20   1.7e-18   65.6   0.0   214   318    95   199    88   204 0.92 -
scaffold_10:711803-712990     -            396 21465at71240         -            659   2.6e-63  213.7   1.1   3   3   1.5e-37   3.4e-36  124.1   0.1   181   373   198   394   195   396 0.95 -
scaffold_7:13119808-13118819  -            330 21465at71240         -            659   5.9e-63  212.5  10.9   1   4     8e-26   1.8e-24   85.3   1.1   214   357     3   149     1   149 0.91 -
scaffold_7:13119808-13118819  -            330 21465at71240         -            659   5.9e-63  212.5  10.9   2   4   4.5e-13     1e-11   43.2   0.2   581   643   101   163    99   164 0.95 -
scaffold_7:13119808-13118819  -            330 21465at71240         -            659   5.9e-63  212.5  10.9   3   4   1.5e-31   3.3e-30  104.3   0.3   500   642   159   302   158   303 0.96 -
scaffold_7:13119808-13118819  -            330 21465at71240         -            659   5.9e-63  212.5  10.9   4   4     0.017      0.37    8.3   0.1   569   595   299   325   298   330 0.82 -
scaffold_7:1876685-1875576    -            370 21465at71240         -            659   6.1e-63  212.4  12.3   1   4   2.6e-06   5.8e-05   20.9   0.1   275   357     1    84     1    85 0.57 -
scaffold_7:1876685-1875576    -            370 21465at71240         -            659   6.1e-63  212.4  12.3   2   4   2.8e-18   6.1e-17   60.4   0.8   478   603    37   163    25   164 0.90 -
scaffold_7:1876685-1875576    -            370 21465at71240         -            659   6.1e-63  212.4  12.3   3   4   3.2e-35   7.2e-34  116.4   0.7   183   358   151   325   147   327 0.96 -
scaffold_7:1876685-1875576    -            370 21465at71240         -            659   6.1e-63  212.4  12.3   4   4   7.5e-13   1.7e-11   42.5   0.0   514   605   278   370   276   370 0.74 -
scaffold_7:2355411-2354452    -            320 21465at71240         -            659   1.8e-62  210.9   8.3   1   3   2.2e-22   4.9e-21   74.0   0.1   201   319     1   119     1   124 0.94 -
scaffold_7:2355411-2354452    -            320 21465at71240         -            659   1.8e-62  210.9   8.3   2   3   1.1e-25   2.3e-24   84.9   0.7   511   643   108   241   107   241 0.96 -
scaffold_7:2355411-2354452    -            320 21465at71240         -            659   1.8e-62  210.9   8.3   3   3     3e-21   6.7e-20   70.2   0.2   527   616   230   319   228   320 0.92 -
scaffold_9:5654072-5650965    -           1036 21465at71240         -            659   2.8e-62  210.2  17.9   1   5   1.1e-11   2.4e-10   38.6   2.1   192   364   194   367   176   368 0.86 -
scaffold_9:5654072-5650965    -           1036 21465at71240         -            659   2.8e-62  210.2  17.9   2   5   2.4e-15   5.4e-14   50.7   0.5   182   361   325   504   298   532 0.88 -
scaffold_9:5654072-5650965    -           1036 21465at71240         -            659   2.8e-62  210.2  17.9   3   5     0.037      0.83    7.1   0.1    21    60   645   683   625   690 0.74 -
scaffold_9:5654072-5650965    -           1036 21465at71240         -            659   2.8e-62  210.2  17.9   4   5     6e-10   1.3e-08   32.9   0.3   161   288   686   820   681   832 0.78 -
scaffold_9:5654072-5650965    -           1036 21465at71240         -            659   2.8e-62  210.2  17.9   5   5   5.9e-30   1.3e-28   99.0   0.0   193   374   829  1010   824  1032 0.93 -
scaffold_6:29410032-29411267  -            412 21465at71240         -            659   2.9e-62  210.2   5.3   1   3     1e-25   2.3e-24   85.0   0.2   192   360     1   169     1   172 0.99 -
scaffold_6:29410032-29411267  -            412 21465at71240         -            659   2.9e-62  210.2   5.3   2   3   5.6e-24   1.2e-22   79.2   0.1   188   324   173   310   170   314 0.82 -
scaffold_6:29410032-29411267  -            412 21465at71240         -            659   2.9e-62  210.2   5.3   3   3   6.5e-15   1.4e-13   49.3   0.1   182   283   304   409   303   412 0.90 -
scaffold_6:31547966-31555443  -            725 21465at71240         -            659     7e-62  209.0   0.7   1   4   2.7e-19   5.9e-18   63.8   0.0   191   358   196   364   174   366 0.93 -
scaffold_6:31547966-31555443  -            725 21465at71240         -            659     7e-62  209.0   0.7   2   4   1.7e-18   3.9e-17   61.1   0.1   180   306   357   483   354   486 0.97 -
scaffold_6:31547966-31555443  -            725 21465at71240         -            659     7e-62  209.0   0.7   3   4   7.9e-13   1.8e-11   42.4   0.0   188   288   470   572   470   585 0.93 -
scaffold_6:31547966-31555443  -            725 21465at71240         -            659     7e-62  209.0   0.7   4   4   5.4e-17   1.2e-15   56.2   0.0   200   370   587   722   574   725 0.52 -
scaffold_7:13111021-13112085  -            355 21465at71240         -            659   1.4e-61  208.0  17.5   1   4     4e-19   8.9e-18   63.2   0.5   210   321    20   134     1   139 0.84 -
scaffold_7:13111021-13112085  -            355 21465at71240         -            659   1.4e-61  208.0  17.5   2   4   3.2e-18   7.1e-17   60.2   0.3   570   643   111   184   111   187 0.94 -
scaffold_7:13111021-13112085  -            355 21465at71240         -            659   1.4e-61  208.0  17.5   3   4   4.8e-32   1.1e-30  105.9   2.4   500   649   180   330   180   343 0.91 -
scaffold_7:13111021-13112085  -            355 21465at71240         -            659   1.4e-61  208.0  17.5   4   4    0.0062      0.14    9.7   0.0   568   601   319   352   319   355 0.90 -
scaffold_5:190637-192757      -            682 21465at71240         -            659   1.1e-60  205.0   2.3   1   4   0.00014    0.0032   15.1   0.0   240   321   173   253   158   257 0.89 -
scaffold_5:190637-192757      -            682 21465at71240         -            659   1.1e-60  205.0   2.3   2   4   6.3e-19   1.4e-17   62.5   0.1   187   364   259   438   255   441 0.95 -
scaffold_5:190637-192757      -            682 21465at71240         -            659   1.1e-60  205.0   2.3   3   4     3e-20   6.8e-19   66.9   0.0   191   323   440   568   437   572 0.96 -
scaffold_5:190637-192757      -            682 21465at71240         -            659   1.1e-60  205.0   2.3   4   4   1.6e-17   3.6e-16   57.9   0.0   189   295   574   680   570   682 0.95 -
scaffold_7:4175520-4174612    -            303 21465at71240         -            659   2.3e-60  203.9   3.4   1   3   8.1e-24   1.8e-22   78.7   0.1   540   643     2   105     1   106 0.98 -
scaffold_7:4175520-4174612    -            303 21465at71240         -            659   2.3e-60  203.9   3.4   2   3   1.7e-21   3.8e-20   71.0   0.1   500   610   101   211    99   212 0.98 -
scaffold_7:4175520-4174612    -            303 21465at71240         -            659   2.3e-60  203.9   3.4   3   3   1.3e-20     3e-19   68.1   0.1   187   287   200   300   199   303 0.97 -
scaffold_10:4800768-4799098   -            557 21465at71240         -            659   9.2e-60  201.9  10.7   1   4     4e-18   8.8e-17   59.9   0.7   212   354    80   220    69   222 0.91 -
scaffold_10:4800768-4799098   -            557 21465at71240         -            659   9.2e-60  201.9  10.7   2   4   2.2e-11   4.8e-10   37.7   0.1   549   609   213   273   212   275 0.96 -
scaffold_10:4800768-4799098   -            557 21465at71240         -            659   9.2e-60  201.9  10.7   3   4   5.6e-22   1.2e-20   72.7   0.2   192   363   268   438   267   439 0.98 -
scaffold_10:4800768-4799098   -            557 21465at71240         -            659   9.2e-60  201.9  10.7   4   4   3.2e-18   7.2e-17   60.2   0.0   192   323   407   538   404   550 0.95 -
scaffold_6:33116756-33114897  -            620 21465at71240         -            659   1.4e-59  201.4  11.1   1   5       3.9        86    0.5   0.0    22    71    80   130    70   137 0.79 -
scaffold_6:33116756-33114897  -            620 21465at71240         -            659   1.4e-59  201.4  11.1   2   5   8.1e-23   1.8e-21   75.4   0.1   191   345   157   311   135   315 0.96 -
scaffold_6:33116756-33114897  -            620 21465at71240         -            659   1.4e-59  201.4  11.1   3   5   1.2e-16   2.6e-15   55.1   0.5   534   626   298   390   296   400 0.96 -
scaffold_6:33116756-33114897  -            620 21465at71240         -            659   1.4e-59  201.4  11.1   4   5     1e-21   2.2e-20   71.8   0.2   200   315   376   488   376   490 0.96 -
scaffold_6:33116756-33114897  -            620 21465at71240         -            659   1.4e-59  201.4  11.1   5   5     1e-07   2.3e-06   25.5   0.0   207   318   485   595   482   599 0.95 -
scaffold_13:6594760-6596022   -            421 21465at71240         -            659   1.5e-59  201.2   1.6   1   3   4.4e-05   0.00098   16.8   0.0   189   271    21   108     9   109 0.81 -
scaffold_13:6594760-6596022   -            421 21465at71240         -            659   1.5e-59  201.2   1.6   2   3     8e-28   1.8e-26   92.0   0.0   180   321    87   227    73   233 0.94 -
scaffold_13:6594760-6596022   -            421 21465at71240         -            659   1.5e-59  201.2   1.6   3   3   7.3e-31   1.6e-29  102.0   0.1   220   381   233   394   229   406 0.94 -
scaffold_7:1896571-1895585    -            329 21465at71240         -            659   2.5e-59  200.5   2.9   1   3   3.2e-24   7.2e-23   80.0   0.4   221   360     2   141     1   142 0.89 -
scaffold_7:1896571-1895585    -            329 21465at71240         -            659   2.5e-59  200.5   2.9   2   3   2.8e-34   6.1e-33  113.3   0.1   187   358   108   281   101   285 0.95 -
scaffold_7:1896571-1895585    -            329 21465at71240         -            659   2.5e-59  200.5   2.9   3   3   3.2e-06   7.1e-05   20.6   0.0   188   229   286   327   281   329 0.77 -
scaffold_7:1885551-1884541    -            337 21465at71240         -            659   2.9e-59  200.3   5.6   1   3   2.5e-21   5.7e-20   70.5   0.6   187   316    17   146     3   148 0.92 -
scaffold_7:1885551-1884541    -            337 21465at71240         -            659   2.9e-59  200.3   5.6   2   3   1.4e-23   3.1e-22   77.9   0.1   187   305   122   240   120   240 0.99 -
scaffold_7:1885551-1884541    -            337 21465at71240         -            659   2.9e-59  200.3   5.6   3   3   1.6e-20   3.5e-19   67.8   0.0   187   289   227   329   224   337 0.96 -
scaffold_1:27801615-27804414  -            745 21465at71240         -            659   4.5e-59  199.7  11.3   1   5   1.1e-15   2.4e-14   51.9   0.2   171   306   207   341   182   351 0.86 -
scaffold_1:27801615-27804414  -            745 21465at71240         -            659   4.5e-59  199.7  11.3   2   5   1.1e-10   2.4e-09   35.3   0.6   195   364   268   424   265   425 0.84 -
scaffold_1:27801615-27804414  -            745 21465at71240         -            659   4.5e-59  199.7  11.3   3   5   1.6e-13   3.6e-12   44.7   0.0   188   253   423   488   421   509 0.93 -
scaffold_1:27801615-27804414  -            745 21465at71240         -            659   4.5e-59  199.7  11.3   4   5   3.6e-25   8.1e-24   83.2   0.3   216   365   510   659   488   660 0.93 -
scaffold_1:27801615-27804414  -            745 21465at71240         -            659   4.5e-59  199.7  11.3   5   5    0.0035     0.077   10.5   0.0   516   590   667   744   661   745 0.77 -
scaffold_3:21814207-21806346  -           1081 21465at71240         -            659     4e-58  196.5   6.6   1   4   3.3e-22   7.4e-21   73.4   0.0   497   642   129   275   111   276 0.60 -
scaffold_3:21814207-21806346  -           1081 21465at71240         -            659     4e-58  196.5   6.6   2   4   3.7e-22   8.2e-21   73.2   0.7   492   645   264   418   262   421 0.96 -
scaffold_3:21814207-21806346  -           1081 21465at71240         -            659     4e-58  196.5   6.6   3   4     3e-07   6.6e-06   24.0   0.0   568   625   411   468   410   469 0.95 -
scaffold_3:21814207-21806346  -           1081 21465at71240         -            659     4e-58  196.5   6.6   4   4   1.7e-11   3.8e-10   38.0   0.1   180   364   466   650   462   662 0.84 -
scaffold_11:894674-892965     -            570 21465at71240         -            659   1.2e-57  194.9   7.3   1   6     1e-11   2.3e-10   38.7   0.0   555   648    26   120    20   134 0.87 -
